cod interno do cliente,Descrição,codigo fornecedores,Detalhe,Aplicação,Diam.Copinho,Diam.Rolamento,Face a Face Cruzeta
160.16.RCB,FLANGE DE ORELHA,160.RCB,4 FUROS Ө 1/2''/MACHO PILOTO Ө 95.30mm,F750/LINHA INDUSTRIAL,34.90mm,,106.20mm
160.16.SC,FLANGE DE ORELHA,SF39,4 FUROS Ө 1/2''/MACHO PILOTO Ө 95.30mm,F750/LINHA INDUSTRIAL,34.90mm,,106.20mm
160.16.SPI,FLANGE DE ORELHA,3.2.479,4 FUROS Ө 1/2''/MACHO PILOTO Ө 95.30mm,F750/LINHA INDUSTRIAL,34.90mm,,106.20mm
160.16A..RCB,FLANGE DE ORELHA,RCB(3.2.1299),8 FUROS Ө 10.00mm/DISCO Ө 120.00mm/FEMEA PILOTO Ө 75.00mm,F750/LINHA INDUSTRIAL,34.90mm,,106.20mm
160.16A.RAP,FLANGE DE ORELHA,S326,8 FUROS Ө 10.00mm/DISCO Ө 120.00mm/FEMEA PILOTO Ө 75.00mm,F750/LINHA INDUSTRIAL,34.90mm,,106.20mm
160.16A.RCB,FLANGE DE ORELHA,RCB(3.2.1299),8 FUROS Ө 10.00mm/DISCO Ө 120.00mm/FEMEA PILOTO Ө 75.00mm,F750/LINHA INDUSTRIAL,34.90mm,,106.20mm
160.16A.SC,FLANGE DE ORELHA,SF30,8 FUROS Ө 10.00mm/DISCO Ө 120.00mm/FEMEA PILOTO Ө 75.00mm,F750/LINHA INDUSTRIAL,34.90mm,,106.20mm
160.16A.SPI,FLANGE DE ORELHA,3.2.1299,8 FUROS Ө 10.00mm/DISCO Ө 120.00mm/FEMEA PILOTO Ө 75.00mm,F750/LINHA INDUSTRIAL,34.90mm,,106.20mm
160.16B.SPI,FLANGE DE ORELHA,3.2.1219,8 FUROS Ө 10.00mm/DISCO Ө 130.00mm/MACHO PILOTO Ө 82.50mm,MB 608/LINHA INDUSTRIAL,34.90mm,,106.20mm
160.16C.SC,FLANGE DE ORELHA,SF57,LISA SEM FUROS/DISCO Ө 120.00mm/FEMEA PILOTO Ө 75.00mm,F750/LINHA INDUSTRIAL,34.90mm,,106.20mm
160.16D.RAP,FLANGE DE ORELHA,S206,4 FUROS Ө 12.00mm/DISCO Ө 109.20mm,JOHN DEERE,34.90mm,,106.20mm
160.16E..RCB,FLANGE DE ORELHA,RCB160E,"4 FUROS Ө 12.00mm/PILOTO MACHO 65,30MM",,34.90mm,,106.20mm
160.16E.RCB,FLANGE DE ORELHA,RCB160E,"4 FUROS Ө 12.00mm/PILOTO MACHO 65,30MM",,34.90mm,,106.20mm
160.16F..RCB,FLANGE DE ORELHA,RCB160F,8 FURO / DISCO 150MM / PILOTO FEMEA 90MM,,34.90mm,,106.20mm
160.16F.RCB,FLANGE DE ORELHA,RCB160F,8 FURO / DISCO 150MM / PILOTO FEMEA 90MM,,34.90mm,,106.20mm
160.16G..RCB,FLANGE DE ORELHA,RCB160.16G,4 FUROS Ө 1/2''/MACHO PILOTO Ө 95.30mm,F750/LINHA IND/PUL.JACTO,34.90mm,,106.20mm
160.16G.RCB,FLANGE DE ORELHA,RCB160.16G,4 FUROS Ө 1/2''/MACHO PILOTO Ө 95.30mm,F750/LINHA IND/PUL.JACTO,34.90mm,,106.20mm
160.18.LAL,TUBO DO CARDAN,347,"APLICA SERIE 110 150 E 160/(88.90X2.10mm)Ө EXT=88.90mm/Ө INT=84,70mm/ESPESSURA=2.10mm",C10/F750/VW 6.90/VW 8.150,,,
160.18.TB,TUBO DO CARDAN 89.90x2.03,001562 CT,"(88,9.00X2.03mm)Ө EXT=88,9.00mm/Ө INT=84.94mm/ESPESSURA=2.03mm/APLICA SERIE 110 150 E 160/",C10/F750/VW 6.90/VW 8.150,,,
160.18B.LAL,TUBO DO CARDAN,7886,"APLICA SERIE 110 150 E 160/(88,000X2.00mm)Ө EXT=88.00mm/Ө INT=85,00mm/ESPESSURA=2,00mm",C10/F750/VW 6.90/VW 8.150,,,
160.19.RCB,TERMINAL YOKE CARDAN,160.RCB,10 ESTRIAS/FURO PASSANTE Ө 10.20mm,F.750/VW 8.150/MB 709,34.90mm,,106.20mm
160.19.SPI,TERMINAL YOKE CARDAN,3.4.3091.1,10 ESTRIAS/FURO ROSCADO Ө 3/8''UNF,F750/VW 8.150/AGRALE MA 8.5,34.90mm,,106.20mm
160.19A.IN,TERMINAL YOKE CARDAN,3025,10 ESTRIAS/FURO PASSANTE Ө 10.20mm,F.750/VW 8.150/MB 709,34.90mm,,106.20mm
160.19A.LN,TERMINAL YOKE CARDAN,41.083,10 ESTRIAS/FURO PASSANTE Ө 10.20mm,F.750/VW 8.150/MB 709,34.90mm,,106.20mm
160.19A.NK,TERMINAL YOKE CARDAN,NC14025,10 ESTRIAS/FURO PASSANTE Ө 10.20mm,F.750/VW 8.150/MB 709,34.90mm,,106.20mm
160.19A.SC,TERMINAL YOKE CARDAN,ST35P,10 ESTRIAS/FURO PASSANTE Ө 10.20mm,F.750/VW 8.150/MB 709,34.90mm,,106.20mm
160.19A.SPI,TERMINAL YOKE CARDAN,3.4.3091.2,10 ESTRIAS/FURO PASSANTE Ө 10.20mm,F.750/VW 8.150/MB 709,34.90mm,,106.20mm
160.19A.STH,TERMINAL YOKE CARDAN,HTM603,10 ESTRIAS/FURO PASSANTE Ө 10.20mm,F.750/VW 8.150/MB 709,34.90mm,,106.20mm
160.19B.RAP,TERMINAL YOKE CARDAN,S325,TERMINAL H,F.750/VW 8.150/MB 709,34.90mm,,106.20mm
160.20.LN,TERMINAL YOKE CAMBIO,26.315,13 ESTRIAS/RETENTOR Ө 70.00mm/FURO ROSCADO 3/8',F4000 MODERNA 99 EM DIANTE,30.20mm,,106.20mm
160.20.NFB,TERMINAL YOKE CAMBIO,,13 ESTRIAS/RETENTOR Ө 70.00mm/FURO ROSCADO 3/8',F4000 MODERNA 99 EM DIANTE,30.20mm,,106.20mm
160.20.RCB,TERMINAL YOKE CAMBIO,160.RCB,14 ESTRIAS/RETENTOR Ө 52.00mm/FURO PASSANTE 10.20mm,MB 710 MICRO,34.90mm,,106.20mm
160.20.SPI,TERMINAL YOKE CAMBIO,04.746.1,10 ESTRIAS/RETENTOR Ө 57.10mm/FURO ROSCADO Ө 3/8'',F12000/VW 13.130,30.20mm,,106.20mm
160.20A.JR,TERMINAL YOKE CAMBIO,4.746,10 ESTRIAS/RETENTOR Ө 57.10mm/FURO ROSCADO Ө 3/8'',F12000/VW 13.130,30.20mm,,106.20mm
160.20A.LN,TERMINAL YOKE CAMBIO,26.311,10 ESTRIAS/RETENTOR Ө 57.20mm/CAMBIO FORD Fso4305c/ Fso4405c,Volkswagen 8.120/ 8.140/ 8.150,30.20mm,,106.20mm
160.20A.SPI,TERMINAL YOKE CAMBIO,04.179.1,10 ESTRIAS/RETENTOR Ө 69.80mm/FURO ROSCADO Ө 3/8'',CANAVIEIRO,34.90mm,,106.20mm
160.20B.SPI,TERMINAL YOKE CAMBIO,04.799.2,16 ESTRIAS/RETENTOR Ө 58.00mm/FURO PASSANTE 10.20mm,MB 809,34.90mm,,106.20mm
160.20C.SPI,TERMINAL YOKE CAMBIO,04.769.2,10 ESTRIAS/RETENTOR Ө 75.25mm/FURO PASSANTE 10.20mm,F14000,34.90mm,,106.20mm
160.20D.LN,TERMINAL YOKE DIFERENCIAL,35.015,14 ESTRIAS/RETENTOR Ө 52.00mm/FURO PASSANTE 10.20mm,MB 710 MICRO,34.90mm,,106.20mm
160.20D.NK,TERMINAL YOKE DIFERENCIAL,NC14023,14 ESTRIAS/RETENTOR Ө 52.00mm/FURO PASSANTE 10.20mm,MB 710 MICRO,34.90mm,,106.20mm
160.20D.SPI,TERMINAL YOKE DIFERENCIAL,04.794.2,14 ESTRIAS/RETENTOR Ө 52.00mm/FURO PASSANTE 10.20mm,MB 710 MICRO,34.90mm,,106.20mm
160.20E.SPI,TERMINAL YOKE CAMBIO,04.792.2,,MB 710 MICRO,34.90mm,,106.20mm
160.20F.SPI,TERMINAL YOKE CAMBIO,04.793.2,,MB 710 MICRO,34.90mm,,106.20mm
160.20G.SPI,TERMINAL YOKE CAMBIO,4.746,10 ESTRIAS/RETENTOR Ө 57.10mm/FURO PASSANTE GRAMPO U Ө 3/8'',F12000/VW 13.130/AGRALE,30.20mm,,106.20mm
160.20H.SPI,TERMINAL,,,,30.20mm,,106.20mm
160.21..RCB,TERMINAL YOKE DIFERENCIAL,160.RCB,27 ESTRIAS/RETENTOR Ө 54.20mm/FURO ROSCADO Ө 3/8''/ANTIGO 070580,VW 8.150/VOLARE A8/CARGO 815,34.90mm,,106.20mm
160.21.ALB,TERMINAL YOKE DIFERENCIAL,ALB5004468,27 ESTRIAS/RETENTOR Ө 54.20mm/FURO ROSCADO Ө 3/8''/ANTIGO 070580,VW 8.150/VOLARE A8/CARGO 815,34.90mm,,106.20mm
160.21.NK,TERMINAL YOKE DIFERENCIAL,NC14006,27 ESTRIAS/RETENTOR Ө 54.20mm/FURO ROSCADO Ө 3/8''/ANTIGO 070580,VW 8.150/VOLARE A8/CARGO 815,34.90mm,,106.20mm
160.21.RAP,TERMINAL YOKE DIFERENCIAL,S170,46 ESTRIAS/RETENTOR Ө79.40mm/FURO ROSCADO Ө 10.00mm,Caterpillar 938G,34.90mm,,106.20mm
160.21.RCB,TERMINAL YOKE DIFERENCIAL,160.RCB,27 ESTRIAS/RETENTOR Ө 54.20mm/FURO ROSCADO Ө 3/8''/ANTIGO 070580,VW 8.150/VOLARE A8/CARGO 815,34.90mm,,106.20mm
160.21.SPI,TERMINAL YOKE DIFERENCIAL,5004468,27 ESTRIAS/RETENTOR Ө 54.20mm/FURO ROSCADO Ө 3/8''/ANTIGO 070580,VW 8.150/VOLARE A8/CARGO 815,34.90mm,,106.20mm
160.21A.ALB,TERMINAL YOKE DIFERENCIAL,ALBBA202498,37 ESTRIAS/RETENTOR Ө 63.50mm/FURO ROSCADO Ө 3/8'',AGRALE 8.5/CARGO 814/VW 8.140,34.90mm,,106.20mm
160.21A.NK,TERMINAL YOKE DIFERENCIAL,NC14031,37 ESTRIAS/RETENTOR Ө 63.50mm/FURO ROSCADO Ө 3/8'',AGRALE 8.5/CARGO 814/VW 8.140,34.90mm,,106.20mm
160.21A.SPI,TERMINAL YOKE DIFERENCIAL,BA202498,37 ESTRIAS/RETENTOR Ө 63.50mm/FURO ROSCADO Ө 3/8'',AGRALE 8.5/CARGO 814/VW 8.140,34.90mm,,106.20mm
160.21B.NK,TERMINAL YOKE DIFERENCIAL,NC14039,37 ESTRIAS/RETENTOR Ө 63.50mm/FURO ROSCADO Ө 3/8'',AGRALE 8.5/CARGO 814/VW 8.140,34.90mm,,106.20mm
160.21B.SPI,TERMINAL YOKE DIFERENCIAL,5005526,29 ESTRIAS/RETENTOR Ө 47.50mm/FURO ROSCADO Ө 3/8'',VW 7.110,34.90mm,,106.20mm
160.21C.LN,TERMINAL YOKE DIFERENCIAL,301120,34 ESTRIAS/RETENTOR Ө 63.50mm/FURO PASSANTE Ө 3/8'',VW 12.140/VW 14.140,34.90mm,,106.20mm
160.21C.NK,TERMINAL YOKE DIFERENCIAL,NC14029,34 ESTRIAS/RETENTOR Ө 63.50mm/FURO PASSANTE Ө 3/8'',VW 12.140/VW 14.140,34.90mm,,106.20mm
160.21C.SC,TERMINAL YOKE DIFERENCIAL,ST15,34 ESTRIAS/RETENTOR Ө 63.50mm/FURO PASSANTE Ө 3/8'',VW 12.140/VW 14.140,34.90mm,,106.20mm
160.21C.SPI,TERMINAL YOKE DIFERENCIAL,3.4.11241.2,34 ESTRIAS/RETENTOR Ө 63.50mm/FURO PASSANTE Ө 3/8'',VW 12.140/VW 14.140,34.90mm,,106.20mm
160.21D.SC,TERMINAL YOKE DIFERENCIAL,ST31,39 ESTRIAS/RETENTOR Ө 76.20mm/FURO PASSANTE Ө 3/8'',VW 12.140/VW 14.140,34.90mm,,106.20mm
160.23.RCB,PONTUVA DO CARDAN,160.RCB,16 ESTRIAS/TIPO 3.40.1571/MEDIDA=235.50mm (DE CENTRO DA CRUZETA A FACE DA PONTEIRA),LINHA INDUSTRIAL/F750,34.90mm,,106.20mm
160.23.SPI,PONTUVA DO CARDAN,82.1467C,16 ESTRIAS/TIPO 3.40.1571/MEDIDA=235.50mm (DE CENTRO DA CRUZETA A FACE DA PONTEIRA),LINHA INDUSTRIAL/F750,34.90mm,,106.20mm
160.23A.SPI,PONTUVA DO CARDAN,,16 ESTRIAS/TIPO 4.40.761/MEDIDA=173.00mm (DE CENTRO DA CRUZETA A FACE DA PONTEIRA),LINHA INDUSTRIAL/FIAT 130,34.90mm,,106.20mm
160.25.IMF,SUBCONJUNTO MANCAL CENTRAL,F1102,BORRACHA COM ROLAMENTO/TIPO ORIGINAL,F750/VW 8.150/CARGO 815,,40.00mm,
160.25.NK,SUBCONJUNTO MANCAL CENTRAL,NC10003,BORRACHA COM ROLAMENTO/TIPO ORIGINAL,F750/VW 8.150/CARGO 815,,40.00mm,
160.25.RCB,SUBCONJUNTO MANCAL CENTRAL,160.RCB,BORRACHA COM ROLAMENTO/TIPO ORIGINAL,F750/VW 8.150/CARGO 815,,40.00mm,
160.25.SPI,SUBCONJUNTO MANCAL CENTRAL,45.949CR,BORRACHA COM ROLAMENTO/TIPO ORIGINAL,F750/VW 8.150/CARGO 815,,40.00mm,
160.25.SR,SUBCONJUNTO MANCAL CENTRAL,R968R,BORRACHA COM ROLAMENTO/TIPO ORIGINAL COM CAVALETE,F750/VW 8.150/CARGO 815,,40.00mm,
160.25A.SR,SUBCONJUNTO MANCAL CENTRAL,R1004,BORRACHA COM ROLAMENTO/REFIL DO SUPORTE R1003/R1041,F750/VW 8.150/CARGO 815,,40.00mm,
160.25B.SR,SUBCONJUNTO MANCAL CENTRAL,R1040,BORRACHA COM ROLAMENTO IMPORTADO/REFIL DO SUPORTE R1003/R1041,F750/VW 8.150/CARGO 815,,40.00mm,
160.25C.SR,SUBCONJUNTO MANCAL CENTRAL,R3056,BORRACHA COM ROLAMENTO IMPORTADO/REFIL DO SUPORTE R-3057,MBB 1113/1513,,40.00mm,
160.25D.SPI,SUBCONJUNTO MANCAL CENTRAL,211793-1XSC,BORRACHA COM ROLAMENTO/TIPO ORIGINAL 88.508/TIPO DO F600,TIPO F750 COM BORRACHA F600,,40.00mm,
160.26.GBR,ROLAMENTO AUTOCOMPENSADOR CONICO,2212-KC3,Furo 60mm / Externo 110mm/ Largura 28mm / K conico / C3: Folga interna,,,,
160.26.SPI,BORRACHA DO ROLAMENTO,41.130.002,COXIM DO MANCAL/APLICA SUBCONJUNTO 45.949CR(SPI),F750/VW 8.150/CARGO 815,,40.00mm,
160.26.SR,BORRACHA DO ROLAMENTO,R968,COXIM DO MANCAL/APLICA SUBCONJUNTO 45.949CR(SPI),F750/VW 8.150/CARGO 815,,40.00mm,
160.26.TKN,ROLAMENTO RODA DIANTEIRA,15106/250X,,VW 8.140,,,
160.26A.SPI,ROLAMENTO RODA DIANTEIRA,10322796,,VW 8.140,,,
160.26A.SR,BORRACHA DO ROLAMENTO,R251,COXIM DO MANCAL/APLICA SUBCONJUNTO 45.949CR(SPI)/SEM ENCAIXE,F750/VW 8.150/CARGO 815,,40.00mm,
160.27.RCB,MANCAL COMPLETO CARDAN,160.RCB,COMPLETO TIPO ORIGINAL,F750/VW 8.150/CARGO 815,,40.00mm,
160.27.SPI,MANCAL COMPLETO CARDAN,210433.1X,COMPLETO ORIGINAL,F750/VW 8.150/CARGO 815,,40.00mm,
160.27.SR,MANCAL COMPLETO CARDAN,R1063,COMPLETO TIPO ORIGINAL,F750/VW 8.150/CARGO 815,,40.00mm,
160.27A.SR,MANCAL COMPLETO CARDAN,R1003,PROJETO SUPORTE REI,F750/VW 8.150/CARGO 815,,40.00mm,
160.27B.SPI,MANCAL COMPLETO CARDAN,47.951-2XR,COMPLETO ORIGINAL,MB 912 E 709/VW 12.140 E 790,34.90mm,40.00mm,106.20mm
160.27B.SR,MANCAL COMPLETO CARDAN,R1041,PROJETO SUPORTE REI ROLAMENTO IMPORTADO,F750/VW 8.150/CARGO 815,,40.00mm,
160.27C.SR,MANCAL COMPLETO CARDAN,R1071,PROJETO SUPORTE REI/FLEXIVEL,F750/F350 EUROTECH,,40.00mm,
160.27D.SR,MANCAL COMPLETO CARDAN,R1056,PROJETO SUPORTE REI/FLEXIVEL,VW8.140/8.150/9.140,,40.00mm,
160.32.LN,PORCA DA PONTEIRA,41.026A,"CARDAN/APLICA SERIE 150, 160 E 173/APLICA PONTA FIXA ROSCA NF1''/20 F.P.P.",MB 710/F750/VOLARE A8,,,
160.32.PA,PORCA DA PONTEIRA,0108152E,"CARDAN/APLICA SERIE 150, 160 E 173/APLICA PONTA FIXA ROSCA NF1''/20 F.P.P.",MB 710/F750/VOLARE A8,,,
160.32.RAP,PORCA DA PONTEIRA,SC10357,"CARDAN/APLICA SERIE 150, 160 E 173/APLICA PONTA FIXA ROSCA NF1''/20 F.P.P.",MB 710/F750/VOLARE A8,,,
160.32A.LN,PORCA DO PINHAO,,DIFERENCIAL F-4000/ 1/4 ROSCA GROSSA,DIFERENCIAL F-4000,,,
160.32A.PA,PORCA DA PONTEIRA,108153,"CARDAN/APLICA SERIE 150, 160 E 173/APLICA PONTA FIXA ROSCA NF1''/20 F.P.P.",MB 710/F750/VOLARE A8,,,
160.32AA.PA,PORCA DO PINHAO,108424,DIFERENCIAL F-4000/ UNF PASSE 2,DIFERENCIAL F-4000 99 EM DIANT,,,
160.32AB.PA,PORCA DO PINHAO,108423,DIFERENCIAL SPICER F-4000,DIFERENCIAL F-4000 ANO 82 A 97,,,
160.32Ac.PA,PORCA DO PINHAO,108422,DIFERENCIAL F-4000,DIFERENCIAL F-4000 ANO 75 a 82,,,
160.32B.PA,PORCA EIXO ENTALHADO,108140,"M24 X 1,5 AÇO",MB 608 / 708 / 709 / 912 / 914,,,
160.32C.PA,PORCA DO PINHAO,0108207E,39 MM ACO,,,,
160.32D.PA,PORCA DO PINHAO,88050,39 MM ACO,VOLARE A8,,,
160.35.IMF,SUPORTE CAVALETE,F4102.T,APLICA ROLAMENTO 45.949CR(88508)/COM TRAVA,F.750/VW 8.150/CARGO 815,,40.00mm,
160.35.LN,SUPORTE CAVALETE,41.101,APLICA ROLAMENTO 45.949CR(88508)/COM TRAVA,F.750/VW 8.150/CARGO 815,,40.00mm,
160.35.RCB,SUPORTE CAVALETE,RCB(F4102.T),APLICA ROLAMENTO 45.949CR(88508)/COM TRAVA,F.750/VW 8.150/CARGO 815,,40.00mm,
160.39.LN,GRAMPO U,41.105,7/16''/COM PORCA E ARRUELA,F750,34.90mm,,106.20mm
160.39.PA,GRAMPO U PARA CRUZETA,500495,7/16''/COM PORCA E ARRUELA CRUZETA 5-263X/5-275X/CZ-254/CZ256,F750,34.90mm,,106.20mm
160.40.APC,RETENTOR VEDACAO TRACAO,904/50040,46X80X16,JCB 3C,,,
160.40.SB,RETENTOR RODA DIANTEIRA,2RD407641,57.30X84.00X8.00 mm,VW 7.110 / VW 8.140,,,
160.40.SB1,RETENTOR RODA DIANTEIRA,00046BR / 6689977147,75 x 95 x 13,Micro MB 809 a 914,,,
160.40.SBO,RETENTOR DA LUVA,00188BA,"57,30 X 84 X 8 mm",,,,
160.40.SC,RETENTOR DA LUVA,RT17,APLICA LUVA F750 3.3.1601KX RETENTOR LISO / PONTEIRA DE PESCOCO,FIAT 130/F14000 HD/MB 914,,,
160.40.SPI,RETENTOR DO PINHAO,46411.1,EIXO DANA 80 E 286,F-4000/VW 8.140/AGRALE MA 8.5,,,
160.40A.SB,RETENTOR DIFERENCIAL,0436BAGE / TL7.525.275 / 104062,"54 X 79,35 X 12,7 mm",VW 8.150 / FORD 816,,,
160.40A.SC,RETENTOR DA LUVA,RT04,APLICA LUVA F750 3.3.1601KX RETENTOR ESTRIADO / PONTEIRA DE ROLAMENTO,FIAT 130/F14000 HD/MB 914,,,
160.40A.SPI,RETENTOR PINHAO DIFERENCIAL,TL7525275A,,VW 7.110 / VW 8.140,,,
160.40B.SB,RETENTOR DIFERENCIAL,00047BAG / 07602,52 X 72 X 12 mm,MB 608 A 912,,,
160.40C.SB,RETENTOR DA CAIXA,07262BAGGP / 2R0311189B,"57,2 X 82,6 X 12 mm",VW 8.150 / FORD 816,,,
160.40D.SB,RETENTOR DA CAIXA,01840BG / 000.997.0046,48 X 65 X 12 mm,MB 608 A 912,,,
160.50.BTM,EMBUCHAMENTO 2º REPARO,B998A,"(33,20)/9.150 (33,20) - REF. B998A",VW) VW 8.150,,,
160.50.VNC,EMBUCHAMENTO MANGA EIXO S/PINO,VA021,"31,55 mm",,,,
160.60.VNC,PINO MANGA DE EIXO,2RO407361,"31,45 X 180 mm",VW 8.150,,,
160.8066.ALB,CUBO RODA,ALB70.278,DIREITO E ESQUERDO 4X2 08 FUROS DE 1998 A 2012 SEM ABS,F4000 98 A 2012 4X2 SEM ABS,34.90mm,,106.20mm
160.8066.NK,CUBO RODA DIANT C ROLAM,NKF8066,DIREITO E ESQUERDO 4X2 08 FUROS DE 1998 A 2012 (COD.IMA AL42),F4000 98 A 2012 4X2,34.90mm,,106.20mm
160.8066A.ALB,CUBO RODA,ALB70.296,DIREITO E ESQUERDO 4X4 08 FUROS DE 2009 A 2012C/ABS,F4000 2009 A 2012 4X4,34.90mm,,106.20mm
160.81.NK,TIRANTE,N2107,750.00mm DE CENTRO A CENTRO DE PARAFUSO,F-4000 MODERNA,,,
160.81.SO,BIELETA SUSPENSAO DIANT,SL-070,LADO DIREITO,F-4000,,,
160.81A.NK,BIELETA SUSPENSAO TRASEIRA,N2030,LADO DIREITO/ESQUERDO,F-4000,,,
160.81A.SO,BIELETA SUSPENSAO DIANT,SL-071,LADO ESQUERDO,F-4000,,,
160.81B.NK,TIRANTE,N238,ROSCA ESQUERDA E DIREITA,CARGO/VW 14.150/14.220,,,
160.81C.NK,TIRANTE,N5232,ROSCA ESQUERDA E DIREITA/318.00mm/ CAMBIO G-131 / G-181 9 MARCHAS.,MB ATRON 2729 /ATEGO,,,
160.81D.NK,TIRANTE,N5233,ROSCA ESQUERDA E DIREITA/180.00mm CAMBIO G211- G240-16 MARCHAS / G221-9 MARCHAS.,MB AXOR / ATRON.,,,
160.81E.NK,TIRANTE,N725,ROSCA ESQUERDA E DIREITA 275.00mm,CARGO/GM/VW 16170/16220,,,
160.81F.NK,TIRANTE,N728,ROSCA ESQUERDA E DIREITA 250.00mm,VW 7100 / 8140,,,
160.81G.NK,BIELETA SUSPENSAO DIANTEIRA,N92056,LADO ESQUERDO,F-4000,,,
160.81H.NK,TIRANTE BARRA ESTABILIZADORA,N5235,ROSCA ESQUERDA E DIREITA,MB ATEGO,,,
160.81I.NK,BIELETA SUSPENSAO DIANTEIRA,N92057,LADO ESQUERDO,F-4000,,,
160.81J.NK,TIRANTE,N8563,ROSCA ESQUERDA E DIREITA/ CAMBIO,VOLVO VM 270/330,,,
160.81K.NK,TIRANTE,N6646,ROSCA ESQUERDA E DIREITA/CAMBIO,SCANIA G420/P114/P124/P94,,,
160.90.SKF,ROLAMENTO TRASEIRO PINHAO,807046,HM807046/010,,,,
160.D11.T1000,CARDAN COMPLETO,160.750,CARDAN AMBEV,ENCHEDORA DE GARRAFAS,,50.00mm,890mm
160.D3.1270CCS,CARDAN COMPLETO,4000516,,F4000,,,
160.D3.1270LX,CARDAN COMPLETO,,,F4000,,,
160.D6.1250L,CARDAN COMPLETO,8048.4007/1040X,CARDAN COMPLETO DE FABRICA/CZ 5.263 C/MANCAL CENTRAL E TERMINAL/MEDINDO 1250MM CENTRO A CENTRO CZ,TIPO F750,34.90mm,,106.20mm
160.D6.1300.L,CARDAN COMPLETO,,CARDAN COMPLETO COM FLANGE TIPO F750 COM TERMINAL,F750 COM TERMINAL,,,
160.T1.0480.LZ,CARDAN COMPLETO,,CARDAN COMPLETO COM FLANGE SAPATA F750,F750,,,
160.T1.1000.LX,CARDAN COMPLETO,,CARDAN COMPLETO COM FLANGE SAPATA F750,F750,,,
160.T11.0770L,CARDAN COMPLETO,7048.4003/0672X,CARDAN COMPLETO DE FABRICA/CZ 5.263 COM LUVA 3.3.1601KXS/MEDINDO 770MM CENTRO A CENTRO,TIPO F750,34.90mm,,106.20mm
160.T11.0900L,CARDAN COMPLETO,,,F4000,,,
160.T2A.0320.LX,CARDAN COMPLETO,,10º CARDAN,LAVADORA DE GARRAFAS 01,,,
160.T2A.0420.LX,CARDAN COMPLETO,,5º CARDAN,LAVADORA DE GARRAFAS 01,,,
160.T2A.0470.LX,CARDAN COMPLETO,,8º CARDAN,LAVADORA DE GARRAFAS 01,,,
160.T2A.0500.LX,CARDAN COMPLETO,,4º CARDAN,LAVADORA DE GARRAFAS 01,,,
160.T2A.0550.LX,CARDAN COMPLETO,,1º CARDAN,LAVADORA DE GARRAFAS 01,,,
160.T2A.0780.LX,CARDAN COMPLETO,,11º CARDAN,LAVADORA DE GARRAFAS 01,,,
160.T2A.1000.LX,CARDAN COMPLETO,,9º CARDAN,LAVADORA DE GARRAFAS 01,,,
160.T2A.1030.LX,CARDAN COMPLETO,,7º CARDAN,LAVADORA DE GARRAFAS 01,,,
160.T2A.1410.LX,CARDAN COMPLETO,,6º CARDAN,LAVADORA DE GARRAFAS 01,,,
160.T2A.2020.LX,CARDAN COMPLETO,,2º CARDAN,LAVADORA DE GARRAFAS 01,,,
160.T2A.2030.LX,CARDAN COMPLETO,,3º CARDAN,LAVADORA DE GARRAFAS 01,,,
160.T2B.0340.LX,CARDAN COMPLETO,,10º CARDAN,LAVADORA DE GARRAFAS 02,,,
160.T2B.0490.LX,CARDAN COMPLETO,,8º CARDAN,LAVADORA DE GARRAFAS 02,,,
160.T2B.0540.LX,CARDAN COMPLETO,,4º CARDAN,LAVADORA DE GARRAFAS 02,,,
160.T2B.0550.LX,CARDAN COMPLETO,,1º CARDAN,LAVADORA DE GARRAFAS 02,,,
160.T2B.0760.LX,CARDAN COMPLETO,,11º CARDAN,LAVADORA DE GARRAFAS 02,,,
160.T2B.1020.LX,CARDAN COMPLETO,,7º CARDAN,LAVADORA DE GARRAFAS 02,,,
160.T2B.1390.LX,CARDAN COMPLETO,,5º CARDAN,LAVADORA DE GARRAFAS 02,,,
160.T2B.1650.LX,CARDAN COMPLETO,,12º CARDAN,LAVADORA DE GARRAFAS 02,,,
160.T2B.2020.LX,CARDAN COMPLETO,,2º CARDAN,LAVADORA DE GARRAFAS 02,,,
160.T2B.2050.LX,CARDAN COMPLETO,,3º CARDAN,LAVADORA DE GARRAFAS 02,,,
160.T2C.1020.LX,CARDAN COMPLETO,,9º CARDAN,LAVADORA DE GARRAFAS 02,,,
160.T2C.1390.LX,CARDAN COMPLETO,,6º CARDAN,LAVADORA DE GARRAFAS 02,,,
160020297.ICT,BUCHA MANGA EIXO,160020297,"60,00 X 67,90 X 50,10 mm LATÃO",VOLVO FH460 / FH12 / VM23.310,,,
161.10.DIST,CRUZETA DO CARDAN,SPL55X,N° ORIGINAL VW/SEM GRAXEIRO,VOLARE W8/VW8.120/VW8.150,34.90mm,,106.30mm
161.10.SPI,CRUZETA DO CARDAN,SPL55X,N° ORIGINAL VW/SEM GRAXEIRO,VOLARE W8/VW8.120/VW8.150,34.90mm,,106.30mm
161.23.FL,PONTEIRA DO SEMI EIXO DIANTEIRO,703245,LD / LE,F-4000 4X4 A PARTIR 2008/F-250,34.90mm,,106.30mm
161.23A.FL,SEMI EIXO DIANTEIRO LADO DIREITO (LONGO),703490,MEDIDA TOTAL 980.5MM,F-4000 4X4 A PARTIR 2008/F-250,34.90mm,,106.30mm
